BusinessName,Geom,count,lng,lat
Shato Holdings Ltd,"{""type"": ""Point"", ""coordinates"": [-123.11499559533, 49.2491840056061]}",25,-123.11499559533, 49.2491840056061
Douglas B Hyndman (Douglas Hyndman),"{""type"": ""Point"", ""coordinates"": [-123.118959746657, 49.2865570713147]}",25,-123.118959746657, 49.2865570713147
(Carlos Chiu),"{""type"": ""Point"", ""coordinates"": [-123.127871943391, 49.2657552041993]}",25,-123.127871943391, 49.2657552041993
Pelco Management Company Ltd,"{""type"": ""Point"", ""coordinates"": [-123.11758014442, 49.2860516234368]}",25,-123.11758014442, 49.2860516234368
(Charles Sandberg),"{""type"": ""Point"", ""coordinates"": [-123.167388848894, 49.2573022304929]}",25,-123.167388848894, 49.2573022304929
Pemberton Insurance Corporation,"{""type"": ""Point"", ""coordinates"": [-123.11573273237, 49.2811407735649]}",25,-123.11573273237, 49.2811407735649
Fpc Insurance Consultants Inc,"{""type"": ""Point"", ""coordinates"": [-123.116271513516, 49.2851966342089]}",25,-123.116271513516, 49.2851966342089
YCO Corporate Investments Ltd,"{""type"": ""Point"", ""coordinates"": [-123.122490354875, 49.2848518559734]}",25,-123.122490354875, 49.2848518559734
Dinyar Marzban Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.124913915747, 49.2800408534638]}",25,-123.124913915747, 49.2800408534638
Diep T H Nguyen Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.129670464276, 49.2631377807052]}",25,-123.129670464276, 49.2631377807052
Dick W Eng (Dick Eng),"{""type"": ""Point"", ""coordinates"": [-123.118596122757, 49.2635657969344]}",25,-123.118596122757, 49.2635657969344
Diane M Bell (Diane Bell),"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",25,-123.119650025722, 49.2836841369494
Derek W Neale (Derek Neale),"{""type"": ""Point"", ""coordinates"": [-123.106005896093, 49.2840832173454]}",25,-123.106005896093, 49.2840832173454
Derek A Cave (Derek Cave),"{""type"": ""Point"", ""coordinates"": [-123.124913915747, 49.2800408534638]}",25,-123.124913915747, 49.2800408534638
(Chuck Lew),"{""type"": ""Point"", ""coordinates"": [-123.109667400476, 49.2831356847985]}",25,-123.109667400476, 49.2831356847985
Coast Reporting Services Inc,"{""type"": ""Point"", ""coordinates"": [-123.124913915747, 49.2800408534638]}",25,-123.124913915747, 49.2800408534638
Peter W Brown (Peter Brown),"{""type"": ""Point"", ""coordinates"": [-123.154265722304, 49.2385236631774]}",25,-123.154265722304, 49.2385236631774
Pacific Capital Management Ltd,"{""type"": ""Point"", ""coordinates"": [-123.156620455711, 49.2361911389084]}",25,-123.156620455711, 49.2361911389084
Westcoast Dietetics Ltd,"{""type"": ""Point"", ""coordinates"": [-123.02419552672, 49.2326670344327]}",25,-123.02419552672, 49.2326670344327
Western Mortgage Corp,"{""type"": ""Point"", ""coordinates"": [-123.142868530753, 49.2638895959587]}",25,-123.142868530753, 49.2638895959587
Care Institute Of Safety & Health Inc,"{""type"": ""Point"", ""coordinates"": [-123.068387384033, 49.2541095041571]}",25,-123.068387384033, 49.2541095041571
Hopping Kovach Grinnell Design Consultants Ltd,"{""type"": ""Point"", ""coordinates"": [-123.106389314355, 49.2830371489179]}",25,-123.106389314355, 49.2830371489179
(Ian Aikenhead),"{""type"": ""Point"", ""coordinates"": [-123.045648255321, 49.2689403843011]}",25,-123.045648255321, 49.2689403843011
Canton Productions International Inc,"{""type"": ""Point"", ""coordinates"": [-123.122835857511, 49.2803098063228]}",25,-123.122835857511, 49.2803098063228
Hubert Barry Hemsworth (Hubert Hemsworth),"{""type"": ""Point"", ""coordinates"": [-123.11754746904, 49.2850842079267]}",25,-123.11754746904, 49.2850842079267
Hugh S Mclellan (Hugh Mclellan),"{""type"": ""Point"", ""coordinates"": [-123.116271513516, 49.2851966342089]}",25,-123.116271513516, 49.2851966342089
Canadian Placer Gold Sales Ltd,"{""type"": ""Point"", ""coordinates"": [-123.113430920192, 49.284625628455]}",25,-123.113430920192, 49.284625628455
Canadian Northern Shield Insurance Company,"{""type"": ""Point"", ""coordinates"": [-123.111888756655, 49.2846829470474]}",25,-123.111888756655, 49.2846829470474
I G Nathanson (I Nathanson),"{""type"": ""Point"", ""coordinates"": [-123.122279791872, 49.2806751596638]}",25,-123.122279791872, 49.2806751596638
I J Gamble (I Gamble),"{""type"": ""Point"", ""coordinates"": [-123.11972958074, 49.2861303368945]}",25,-123.11972958074, 49.2861303368945
Western Corporate Enterprises Inc,"{""type"": ""Point"", ""coordinates"": [-123.122218569777, 49.2889218016672]}",25,-123.122218569777, 49.2889218016672
CWMM Consulting Engineers Ltd,"{""type"": ""Point"", ""coordinates"": [-123.136267740798, 49.2650802321269]}",25,-123.136267740798, 49.2650802321269
Western Optical Co Ltd,"{""type"": ""Point"", ""coordinates"": [-123.144883068408, 49.2695243181893]}",25,-123.144883068408, 49.2695243181893
Innovex Equities Corporation,"{""type"": ""Point"", ""coordinates"": [-123.117075300267, 49.2866170597465]}",25,-123.117075300267, 49.2866170597465
Polerain Services Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.11758014442, 49.2860516234368]}",25,-123.11758014442, 49.2860516234368
Intercad Services Ltd,"{""type"": ""Point"", ""coordinates"": [-123.129812464478, 49.2645966437777]}",25,-123.129812464478, 49.2645966437777
C Y Loh Associates Ltd,"{""type"": ""Point"", ""coordinates"": [-123.066489387328, 49.2847795960293]}",25,-123.066489387328, 49.2847795960293
Burrard International Holdings Inc,"{""type"": ""Point"", ""coordinates"": [-123.122008869142, 49.2845352944803]}",25,-123.122008869142, 49.2845352944803
Burcon Group Limited,"{""type"": ""Point"", ""coordinates"": [-123.149231087615, 49.2634507818208]}",25,-123.149231087615, 49.2634507818208
Mikado Enterprises Ltd,"{""type"": ""Point"", ""coordinates"": [-123.089272076945, 49.2814367189556]}",25,-123.089272076945, 49.2814367189556
Tenryu Canada Corp,"{""type"": ""Point"", ""coordinates"": [-123.112189281814, 49.2866321702408]}",25,-123.112189281814, 49.2866321702408
(Lorna Rush),"{""type"": ""Point"", ""coordinates"": [-123.02419552672, 49.2326670344327]}",25,-123.02419552672, 49.2326670344327
Bruce M Green Personal Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.111518282345, 49.2855753024676]}",25,-123.111518282345, 49.2855753024676
(Lubor Trubka),"{""type"": ""Point"", ""coordinates"": [-123.130300416539, 49.2899484858578]}",25,-123.130300416539, 49.2899484858578
Brown Bros Motor Lease Ltd,"{""type"": ""Point"", ""coordinates"": [-123.101197808456, 49.2100821204377]}",25,-123.101197808456, 49.2100821204377
Carol A Kerfoot (Carol Kerfoot),"{""type"": ""Point"", ""coordinates"": [-123.118959746657, 49.2865570713147]}",25,-123.118959746657, 49.2865570713147
Murray Goldman Ltd,"{""type"": ""Point"", ""coordinates"": [-123.119554602653, 49.2786177100595]}",25,-123.119554602653, 49.2786177100595
Herbert S Silber (Herbert Silber),"{""type"": ""Point"", ""coordinates"": [-123.118959746657, 49.2865570713147]}",25,-123.118959746657, 49.2865570713147
Charest Reporting Inc,"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",25,-123.119650025722, 49.2836841369494
Gy Lee & Associates Ltd,"{""type"": ""Point"", ""coordinates"": [-123.122503805717, 49.2630246879708]}",25,-123.122503805717, 49.2630246879708
Sureway Insurance Services Ltd,"{""type"": ""Point"", ""coordinates"": [-123.064937460199, 49.244241121938]}",25,-123.064937460199, 49.244241121938
Habitat Insurance Agencies Ltd,"{""type"": ""Point"", ""coordinates"": [-123.06310612781, 49.2437874276564]}",25,-123.06310612781, 49.2437874276564
Christopher Investments Ltd,"{""type"": ""Point"", ""coordinates"": [-123.11573273237, 49.2811407735649]}",25,-123.11573273237, 49.2811407735649
(J Poulsen),"{""type"": ""Point"", ""coordinates"": [-123.116060633524, 49.2872235032218]}",25,-123.116060633524, 49.2872235032218
(Almunir Remtulla),"{""type"": ""Point"", ""coordinates"": [-123.141908375981, 49.2633319249525]}",25,-123.141908375981, 49.2633319249525
Haro Pacific Enterprises Co Ltd,"{""type"": ""Point"", ""coordinates"": [-123.126104236733, 49.2638663729166]}",25,-123.126104236733, 49.2638663729166
Harold Holdings Ltd,"{""type"": ""Point"", ""coordinates"": [-123.204354910834, 49.2634569984137]}",25,-123.204354910834, 49.2634569984137
Chaton Enterprises Ltd,"{""type"": ""Point"", ""coordinates"": [-123.11751824405, 49.2163723639405]}",25,-123.11751824405, 49.2163723639405
(James Cheng),"{""type"": ""Point"", ""coordinates"": [-123.106567246677, 49.2640485337055]}",25,-123.106567246677, 49.2640485337055
(Laurie Allan),"{""type"": ""Point"", ""coordinates"": [-123.119287202894, 49.2760867503332]}",25,-123.119287202894, 49.2760867503332
Chapel Management Ltd,"{""type"": ""Point"", ""coordinates"": [-123.12005515675, 49.2770380864582]}",25,-123.12005515675, 49.2770380864582
S W Davis Broadcast Technical Services Ltd,"{""type"": ""Point"", ""coordinates"": [-123.073404814275, 49.2769676136618]}",25,-123.073404814275, 49.2769676136618
S M S Services Ltd,"{""type"": ""Point"", ""coordinates"": [-123.090238820778, 49.2303849340241]}",25,-123.090238820778, 49.2303849340241
Namdo Management Services Ltd,"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",25,-123.119650025722, 49.2836841369494
Heather E Barnett (Heather Barnett),"{""type"": ""Point"", ""coordinates"": [-123.124913915747, 49.2800408534638]}",25,-123.124913915747, 49.2800408534638
(Robert Margolis),"{""type"": ""Point"", ""coordinates"": [-123.122552391411, 49.2825746435834]}",24,-123.122552391411, 49.2825746435834
(Mandell Pinder),"{""type"": ""Point"", ""coordinates"": [-123.120093418192, 49.2755430466569]}",24,-123.120093418192, 49.2755430466569
(Bruce Redekop),"{""type"": ""Point"", ""coordinates"": [-123.134389270803, 49.2639952807041]}",24,-123.134389270803, 49.2639952807041
(Bill Buholzer),"{""type"": ""Point"", ""coordinates"": [-123.124913915747, 49.2800408534638]}",24,-123.124913915747, 49.2800408534638
(Peter O'Callaghan),"{""type"": ""Point"", ""coordinates"": [-123.11972958074, 49.2861303368945]}",24,-123.11972958074, 49.2861303368945
Mark E Wong Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",24,-123.119650025722, 49.2836841369494
(Robert Leshgold),"{""type"": ""Point"", ""coordinates"": [-123.10655252797, 49.2841798534684]}",24,-123.10655252797, 49.2841798534684
PCI Developments Corp,"{""type"": ""Point"", ""coordinates"": [-123.122008869142, 49.2845352944803]}",24,-123.122008869142, 49.2845352944803
(Sorel Leinburd),"{""type"": ""Point"", ""coordinates"": [-123.134389270803, 49.2639952807041]}",24,-123.134389270803, 49.2639952807041
(Bruce Wright),"{""type"": ""Point"", ""coordinates"": [-123.11723844762, 49.2875182283394]}",24,-123.11723844762, 49.2875182283394
Michael M Kalef Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",24,-123.119650025722, 49.2836841369494
(Asha Lohia),"{""type"": ""Point"", ""coordinates"": [-123.104469120936, 49.2627183047553]}",24,-123.104469120936, 49.2627183047553
Peter W Stanley Personal Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.123088082239, 49.2852353147163]}",24,-123.123088082239, 49.2852353147163
(Shelley-Mae Mitchell),"{""type"": ""Point"", ""coordinates"": [-123.114160847462, 49.2872691122216]}",24,-123.114160847462, 49.2872691122216
(Mark Weintraub),"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",24,-123.119650025722, 49.2836841369494
Peter Macdonald Insurance Agency Ltd,"{""type"": ""Point"", ""coordinates"": [-123.065103798817, 49.2337668323686]}",24,-123.065103798817, 49.2337668323686
(Jocelyn Kelley),"{""type"": ""Point"", ""coordinates"": [-123.11972958074, 49.2861303368945]}",24,-123.11972958074, 49.2861303368945
(Candida Dias),"{""type"": ""Point"", ""coordinates"": [-123.054943194014, 49.240788879898]}",24,-123.054943194014, 49.240788879898
(Douglas Hager),"{""type"": ""Point"", ""coordinates"": [-123.138189281675, 49.2627418766465]}",24,-123.138189281675, 49.2627418766465
(Clarine Ostrove),"{""type"": ""Point"", ""coordinates"": [-123.120093418192, 49.2755430466569]}",24,-123.120093418192, 49.2755430466569
Mark A Kurschner (Mark Kurschner),"{""type"": ""Point"", ""coordinates"": [-123.189595942753, 49.2487497211558]}",24,-123.189595942753, 49.2487497211558
Quality Homestay Ltd,"{""type"": ""Point"", ""coordinates"": [-123.125726241191, 49.2855558149187]}",24,-123.125726241191, 49.2855558149187
Mondiale Development Ltd,"{""type"": ""Point"", ""coordinates"": [-123.118937091648, 49.2784814496288]}",24,-123.118937091648, 49.2784814496288
(Jacques Meyer),"{""type"": ""Point"", ""coordinates"": [-123.122189505874, 49.2858641494082]}",24,-123.122189505874, 49.2858641494082
(Edwin Soon),"{""type"": ""Point"", ""coordinates"": [-123.122835857511, 49.2803098063228]}",24,-123.122835857511, 49.2803098063228
Merit Consultants International Inc,"{""type"": ""Point"", ""coordinates"": [-123.115619724804, 49.2848045499607]}",24,-123.115619724804, 49.2848045499607
(Brenda Gaertner),"{""type"": ""Point"", ""coordinates"": [-123.120093418192, 49.2755430466569]}",24,-123.120093418192, 49.2755430466569
M Z Khan Engineering Ltd,"{""type"": ""Point"", ""coordinates"": [-123.030166875289, 49.2395353175102]}",24,-123.030166875289, 49.2395353175102
Insurancewest Media Ltd,"{""type"": ""Point"", ""coordinates"": [-123.119922191805, 49.2670663510306]}",24,-123.119922191805, 49.2670663510306
Chase Management Ltd,"{""type"": ""Point"", ""coordinates"": [-123.123088082239, 49.2852353147163]}",24,-123.123088082239, 49.2852353147163
S Bradley Armstrong (S Armstrong),"{""type"": ""Point"", ""coordinates"": [-123.119804845719, 49.2843168050669]}",24,-123.119804845719, 49.2843168050669
S & S Insurance Services Ltd,"{""type"": ""Point"", ""coordinates"": [-123.102132161983, 49.22458455604]}",24,-123.102132161983, 49.22458455604
Hooper Holmes Canada Ltd,"{""type"": ""Point"", ""coordinates"": [-123.153378019766, 49.2635170880482]}",24,-123.153378019766, 49.2635170880482
Park Georgia Insurance Agencies Ltd,"{""type"": ""Point"", ""coordinates"": [-123.140138355838, 49.2339471511796]}",24,-123.140138355838, 49.2339471511796
Calkins & Burke Ltd,"{""type"": ""Point"", ""coordinates"": [-123.130300416539, 49.2899484858578]}",24,-123.130300416539, 49.2899484858578
(T Keast),"{""type"": ""Point"", ""coordinates"": [-123.122189505874, 49.2858641494082]}",24,-123.122189505874, 49.2858641494082
Bryce Rositch Architects Inc,"{""type"": ""Point"", ""coordinates"": [-123.101567958051, 49.2829731779897]}",24,-123.101567958051, 49.2829731779897
Aragon Development Corp,"{""type"": ""Point"", ""coordinates"": [-123.141374166201, 49.2703365504893]}",24,-123.141374166201, 49.2703365504893
Roger G Howay (Roger Howay),"{""type"": ""Point"", ""coordinates"": [-123.11972958074, 49.2861303368945]}",24,-123.11972958074, 49.2861303368945
Brown Strachan Associates,"{""type"": ""Point"", ""coordinates"": [-123.124447881794, 49.274120779031]}",24,-123.124447881794, 49.274120779031
Roderick L Pearce (Roderick Pearce),"{""type"": ""Point"", ""coordinates"": [-123.123088082239, 49.2852353147163]}",24,-123.123088082239, 49.2852353147163
Bradley T Hara Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.055954329923, 49.2805148084687]}",24,-123.055954329923, 49.2805148084687
Brad W Dixon (Brad Dixon),"{""type"": ""Point"", ""coordinates"": [-123.114160847462, 49.2872691122216]}",24,-123.114160847462, 49.2872691122216
Bernard Poznanski Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",24,-123.119650025722, 49.2836841369494
Baker Materials Engineering Ltd,"{""type"": ""Point"", ""coordinates"": [-123.106989754724, 49.2653492905475]}",24,-123.106989754724, 49.2653492905475
Harbour Centre Complex Ltd,"{""type"": ""Point"", ""coordinates"": [-123.111888756655, 49.2846829470474]}",24,-123.111888756655, 49.2846829470474
Parking Corporation of Vancouver,"{""type"": ""Point"", ""coordinates"": [-123.115619724804, 49.2848045499607]}",24,-123.115619724804, 49.2848045499607
Collingwood Insurance Centre Inc,"{""type"": ""Point"", ""coordinates"": [-123.031246161306, 49.2314002141398]}",24,-123.031246161306, 49.2314002141398
Stuart B Morrow (Stuart Morrow),"{""type"": ""Point"", ""coordinates"": [-123.119358394194, 49.2850670237956]}",24,-123.119358394194, 49.2850670237956
Sigma Engineering Ltd,"{""type"": ""Point"", ""coordinates"": [-123.129658996552, 49.2887312347577]}",24,-123.129658996552, 49.2887312347577
Showcase Project Marketing Inc,"{""type"": ""Point"", ""coordinates"": [-123.124869992068, 49.2630662314658]}",24,-123.124869992068, 49.2630662314658
Patrick J Julian Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",24,-123.119650025722, 49.2836841369494
Fletchers Fabricare Ltd,"{""type"": ""Point"", ""coordinates"": [-123.152499690732, 49.2635011687751]}",24,-123.152499690732, 49.2635011687751
Douglas A Side Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",24,-123.119650025722, 49.2836841369494
Doug G Copland (Doug Copland),"{""type"": ""Point"", ""coordinates"": [-123.114160847462, 49.2872691122216]}",24,-123.114160847462, 49.2872691122216
Donald L Richards (Donald Richards),"{""type"": ""Point"", ""coordinates"": [-123.119500778402, 49.2822434350563]}",24,-123.119500778402, 49.2822434350563
Frank W Quo Vadis Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",24,-123.119650025722, 49.2836841369494
Stanley Wong Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.119650025722, 49.2836841369494]}",24,-123.119650025722, 49.2836841369494
Stephen D Wortley (Stephen Wortley),"{""type"": ""Point"", ""coordinates"": [-123.121942956538, 49.2854191488256]}",24,-123.121942956538, 49.2854191488256
D Michael Hill Architect Inc,"{""type"": ""Point"", ""coordinates"": [-123.129658996552, 49.2887312347577]}",24,-123.129658996552, 49.2887312347577
Steven H Heringa (Steven Heringa),"{""type"": ""Point"", ""coordinates"": [-123.11758014442, 49.2860516234368]}",24,-123.11758014442, 49.2860516234368
Craig C Sturrock (Craig Sturrock),"{""type"": ""Point"", ""coordinates"": [-123.11972958074, 49.2861303368945]}",24,-123.11972958074, 49.2861303368945
Gordon K Mitchell Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.122189505874, 49.2858641494082]}",24,-123.122189505874, 49.2858641494082
Concert Properties Ltd,"{""type"": ""Point"", ""coordinates"": [-123.127504277354, 49.2784890627408]}",24,-123.127504277354, 49.2784890627408
John M Bingham Architect Inc,"{""type"": ""Point"", ""coordinates"": [-123.129658996552, 49.2887312347577]}",24,-123.129658996552, 49.2887312347577
CTL Westrans Shipbrokers Inc,"{""type"": ""Point"", ""coordinates"": [-123.119617816817, 49.2868820081552]}",24,-123.119617816817, 49.2868820081552
(Vincent Santacroce),"{""type"": ""Point"", ""coordinates"": [-123.123088082239, 49.2852353147163]}",24,-123.123088082239, 49.2852353147163
R T Banno (R Banno),"{""type"": ""Point"", ""coordinates"": [-123.119358394194, 49.2850670237956]}",24,-123.119358394194, 49.2850670237956
(Anne Stewart),"{""type"": ""Point"", ""coordinates"": [-123.11972958074, 49.2861303368945]}",24,-123.11972958074, 49.2861303368945
(Arlene Luoma),"{""type"": ""Point"", ""coordinates"": [-123.091099031878, 49.2271599529353]}",24,-123.091099031878, 49.2271599529353
Logan International Corp,"{""type"": ""Point"", ""coordinates"": [-123.117075300267, 49.2866170597465]}",24,-123.117075300267, 49.2866170597465
Livingston International Inc,"{""type"": ""Point"", ""coordinates"": [-123.122081850721, 49.2876129603256]}",24,-123.122081850721, 49.2876129603256
556774 B C Ltd,"{""type"": ""Point"", ""coordinates"": [-123.097582450757, 49.2623856117777]}",24,-123.097582450757, 49.2623856117777
Lower Mainland Bailiff Ltd,"{""type"": ""Point"", ""coordinates"": [-123.114768826392, 49.2837724104188]}",24,-123.114768826392, 49.2837724104188
Read Jones Christoffersen Ltd,"{""type"": ""Point"", ""coordinates"": [-123.133218152193, 49.263970218012]}",24,-123.133218152193, 49.263970218012
Labatt Brewing Company Limited,"{""type"": ""Point"", ""coordinates"": [-123.122361792415, 49.2754785819969]}",24,-123.122361792415, 49.2754785819969
(Todd Kerr),"{""type"": ""Point"", ""coordinates"": [-123.134389270803, 49.2639952807041]}",24,-123.134389270803, 49.2639952807041
Kurt T Aydin (Kurt Aydin),"{""type"": ""Point"", ""coordinates"": [-123.118854822642, 49.2320652387003]}",24,-123.118854822642, 49.2320652387003
Lyon Flynn & Collins Engineering Surveys Ltd,"{""type"": ""Point"", ""coordinates"": [-123.139928723683, 49.2647618877694]}",24,-123.139928723683, 49.2647618877694
Success Realty & Insurance Ltd,"{""type"": ""Point"", ""coordinates"": [-123.100691575008, 49.2797590683805]}",23,-123.100691575008, 49.2797590683805
Scott B Stewart (Scott Stewart),"{""type"": ""Point"", ""coordinates"": [-123.122490354875, 49.2848518559734]}",23,-123.122490354875, 49.2848518559734
Great West Life Assurance Company,"{""type"": ""Point"", ""coordinates"": [-123.122189505874, 49.2858641494082]}",23,-123.122189505874, 49.2858641494082
Newad Media Inc,"{""type"": ""Point"", ""coordinates"": [-123.121328560504, 49.2754477476154]}",23,-123.121328560504, 49.2754477476154
(Geoffrey Gomery),"{""type"": ""Point"", ""coordinates"": [-123.122279791872, 49.2806751596638]}",23,-123.122279791872, 49.2806751596638
Salt Lick Projects Ltd,"{""type"": ""Point"", ""coordinates"": [-123.156321786195, 49.2684346082645]}",23,-123.156321786195, 49.2684346082645
(Robert Sider),"{""type"": ""Point"", ""coordinates"": [-123.119804845719, 49.2843168050669]}",23,-123.119804845719, 49.2843168050669
(Gordon MacKenzie),"{""type"": ""Point"", ""coordinates"": [-123.110029006403, 49.2837321709141]}",23,-123.110029006403, 49.2837321709141
(Roger Williams),"{""type"": ""Point"", ""coordinates"": [-123.152699290344, 49.2338195457329]}",23,-123.152699290344, 49.2338195457329
D G Shields (D Shields),"{""type"": ""Point"", ""coordinates"": [-123.119358394194, 49.2850670237956]}",23,-123.119358394194, 49.2850670237956
ScotiaMcleod Inc,"{""type"": ""Point"", ""coordinates"": [-123.117897724969, 49.2818316993831]}",23,-123.117897724969, 49.2818316993831
Gregory Gehlen Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.122008869142, 49.2845352944803]}",23,-123.122008869142, 49.2845352944803
ScotiaMcleod Inc,"{""type"": ""Point"", ""coordinates"": [-123.139192930852, 49.2632622680575]}",23,-123.139192930852, 49.2632622680575
Marylee A Davies (Marylee Davies),"{""type"": ""Point"", ""coordinates"": [-123.119500778402, 49.2822434350563]}",23,-123.119500778402, 49.2822434350563
Longliner Seafoods Ltd,"{""type"": ""Point"", ""coordinates"": [-123.135378238409, 49.272839834821]}",23,-123.135378238409, 49.272839834821
Geoffrey Dabbs Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.122008869142, 49.2845352944803]}",23,-123.122008869142, 49.2845352944803
Erwin H Epp (Erwin Epp),"{""type"": ""Point"", ""coordinates"": [-123.157357122517, 49.2352285453546]}",23,-123.157357122517, 49.2352285453546
(Thomas Doust),"{""type"": ""Point"", ""coordinates"": [-123.122835857511, 49.2803098063228]}",23,-123.122835857511, 49.2803098063228
Eileen E Vanderburgh (Eileen Vanderburgh),"{""type"": ""Point"", ""coordinates"": [-123.119500778402, 49.2822434350563]}",23,-123.119500778402, 49.2822434350563
Shirley M Manfron (Shirley Manfron),"{""type"": ""Point"", ""coordinates"": [-123.055513165813, 49.2814181370421]}",23,-123.055513165813, 49.2814181370421
Fairchild Developments Ltd,"{""type"": ""Point"", ""coordinates"": [-123.114678586853, 49.2563565720627]}",23,-123.114678586853, 49.2563565720627
Vancouver Customs Brokers Ltd,"{""type"": ""Point"", ""coordinates"": [-123.139053478228, 49.2619070738319]}",23,-123.139053478228, 49.2619070738319
Fonnie International Investments Ltd,"{""type"": ""Point"", ""coordinates"": [-123.098228000345, 49.2806059262186]}",23,-123.098228000345, 49.2806059262186
Foreshore Projects Ltd,"{""type"": ""Point"", ""coordinates"": [-123.136472719863, 49.2708959540863]}",23,-123.136472719863, 49.2708959540863
Louis P Salley (Louis Salley),"{""type"": ""Point"", ""coordinates"": [-123.124659583362, 49.2871428552231]}",23,-123.124659583362, 49.2871428552231
(Sandra Banister),"{""type"": ""Point"", ""coordinates"": [-123.11723844762, 49.2875182283394]}",23,-123.11723844762, 49.2875182283394
Dennis Dahl Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.129591896776, 49.2797042382855]}",23,-123.129591896776, 49.2797042382855
Garry E Mancell (Gary Mancell),"{""type"": ""Point"", ""coordinates"": [-123.119358394194, 49.2850670237956]}",23,-123.119358394194, 49.2850670237956
(David Chong),"{""type"": ""Point"", ""coordinates"": [-123.118854822642, 49.2320652387003]}",23,-123.118854822642, 49.2320652387003
Ocean Pacific Hotels Ltd,"{""type"": ""Point"", ""coordinates"": [-123.111856906588, 49.2884560650338]}",23,-123.111856906588, 49.2884560650338
Gavin N Manning Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.111518282345, 49.2855753024676]}",23,-123.111518282345, 49.2855753024676
Oakridge Centre Vancouver Holdings Inc,"{""type"": ""Point"", ""coordinates"": [-123.118854822642, 49.2320652387003]}",23,-123.118854822642, 49.2320652387003
David H Doig (David Doig),"{""type"": ""Point"", ""coordinates"": [-123.125263375086, 49.2866402537813]}",23,-123.125263375086, 49.2866402537813
Wm Howard Insurance Agencies Ltd,"{""type"": ""Point"", ""coordinates"": [-123.091325542325, 49.218552830698]}",23,-123.091325542325, 49.218552830698
Gs Sayers Engineering Ltd,"{""type"": ""Point"", ""coordinates"": [-123.142353680743, 49.2673580717202]}",23,-123.142353680743, 49.2673580717202
Growth Works Ltd,"{""type"": ""Point"", ""coordinates"": [-123.121942956538, 49.2854191488256]}",23,-123.121942956538, 49.2854191488256
Raymond James Ltd,"{""type"": ""Point"", ""coordinates"": [-123.119804845719, 49.2843168050669]}",23,-123.119804845719, 49.2843168050669
Coast Claims Service Ltd,"{""type"": ""Point"", ""coordinates"": [-123.038968313998, 49.2357753702681]}",23,-123.038968313998, 49.2357753702681
Michael R Hoogbruin (Michael Hoogbruin),"{""type"": ""Point"", ""coordinates"": [-123.125263375086, 49.2866402537813]}",23,-123.125263375086, 49.2866402537813
Justin's Natural Foods (Canada) Ltd,"{""type"": ""Point"", ""coordinates"": [-123.211757169712, 49.2641251013123]}",23,-123.211757169712, 49.2641251013123
(Loy Leyland),"{""type"": ""Point"", ""coordinates"": [-123.146934204314, 49.270422345251]}",23,-123.146934204314, 49.270422345251
Tommy Wk Tao (Tommy Tao),"{""type"": ""Point"", ""coordinates"": [-123.126104236733, 49.2638663729166]}",23,-123.126104236733, 49.2638663729166
Broadway Properties Ltd,"{""type"": ""Point"", ""coordinates"": [-123.130705566878, 49.2637536676147]}",23,-123.130705566878, 49.2637536676147
Richard P Hamilton (Richard Hamilton),"{""type"": ""Point"", ""coordinates"": [-123.122552391411, 49.2825746435834]}",23,-123.122552391411, 49.2825746435834
Brian C Markus Law Corporation,"{""type"": ""Point"", ""coordinates"": [-123.121818219523, 49.2829892070213]}",23,-123.121818219523, 49.2829892070213
(Mamadou Gangue),"{""type"": ""Point"", ""coordinates"": [-123.120579692063, 49.2812880157795]}",23,-123.120579692063, 49.2812880157795
J B Ellis & Co Ltd,"{""type"": ""Point"", ""coordinates"": [-123.125263375086, 49.2866402537813]}",23,-123.125263375086, 49.2866402537813
