name,formatted_address,geometry,permanently_closed,lat,lng
Broadway Plaza Building,"601 W Broadway, Vancouver, BC V5Z 4C2, Canada","{'location': {'lat': 49.2635341, 'lng': -123.1181246}, 'viewport': {'northeast': {'lat': 49.26475462989273, 'lng': -123.1167839701073}, 'southwest': {'lat': 49.26205497010728, 'lng': -123.1194836298927}}}",,49.2635341,-123.1181246
West Broadway Properties Ltd,"2527 Pine St, Vancouver, BC V6J 3E8, Canada","{'location': {'lat': 49.2632333, 'lng': -123.1440552}, 'viewport': {'northeast': {'lat': 49.26481067989272, 'lng': -123.1427090701073}, 'southwest': {'lat': 49.26211102010727, 'lng': -123.1454087298927}}}",,49.2632333,-123.1440552
British Columbia Institute of Technology,"3700 Willingdon Ave, Burnaby, BC V5G 3H2, Canada","{'location': {'lat': 49.2506931, 'lng': -123.0017037}, 'viewport': {'northeast': {'lat': 49.25204177989272, 'lng': -123.0004345701072}, 'southwest': {'lat': 49.24934212010728, 'lng': -123.0031342298927}}}",,49.2506931,-123.0017037
Shon Group,"925 W Georgia St #820, Vancouver, BC V6C 3L2, Canada","{'location': {'lat': 49.2841842, 'lng': -123.1199611}, 'viewport': {'northeast': {'lat': 49.28539112989272, 'lng': -123.1185881701073}, 'southwest': {'lat': 49.28269147010728, 'lng': -123.1212878298928}}}",,49.2841842,-123.1199611
Sublime Interior Design Vancouver,"1880 Fir St #101, Vancouver, BC V6J 3B1, Canada","{'location': {'lat': 49.2691484, 'lng': -123.1406708}, 'viewport': {'northeast': {'lat': 49.27049967989272, 'lng': -123.1393906201072}, 'southwest': {'lat': 49.26780002010728, 'lng': -123.1420902798927}}}",,49.2691484,-123.1406708
Granville West Group,"1075 W Georgia St #1100, Vancouver, BC V6E 3C9, Canada","{'location': {'lat': 49.2856757, 'lng': -123.122372}, 'viewport': {'northeast': {'lat': 49.28691267989272, 'lng': -123.1211900201073}, 'southwest': {'lat': 49.28421302010727, 'lng': -123.1238896798927}}}",,49.2856757,-123.122372
Blue Tree Management Ltd,"1500 W Georgia St #1300, Vancouver, BC V6G 2Z6, Canada","{'location': {'lat': 49.2900321, 'lng': -123.1306911}, 'viewport': {'northeast': {'lat': 49.29153232989271, 'lng': -123.1291094701073}, 'southwest': {'lat': 49.28883267010727, 'lng': -123.1318091298927}}}",,49.2900321,-123.1306911
China Gold Intl,"Royal Trust Corporation of Canada, 505 Burrard St, Vancouver, BC V7X 1M5, Canada","{'location': {'lat': 49.28660259999999, 'lng': -123.1185528}, 'viewport': {'northeast': {'lat': 49.28780052989272, 'lng': -123.1170543701073}, 'southwest': {'lat': 49.28510087010728, 'lng': -123.1197540298927}}}",,49.28660259999999,-123.1185528
West Coast Cartage,"7489 Hume Ave, Delta, BC V4G 1C3, Canada","{'location': {'lat': 49.1313891, 'lng': -123.0159673}, 'viewport': {'northeast': {'lat': 49.13269397989272, 'lng': -123.0146175701073}, 'southwest': {'lat': 49.12999432010727, 'lng': -123.0173172298927}}}",,49.1313891,-123.0159673
Mike (Michael) R. Axford,"250 Howe St, Vancouver, BC V6B 1C8, Canada","{'location': {'lat': 49.2866905, 'lng': -123.1131766}, 'viewport': {'northeast': {'lat': 49.28803887989272, 'lng': -123.1121100701073}, 'southwest': {'lat': 49.28533922010727, 'lng': -123.1148097298927}}}",,49.2866905,-123.1131766
Kubix Media Inc.,"318 Homer St #701, Vancouver, BC V6B 2V2, Canada","{'location': {'lat': 49.28036789999999, 'lng': -123.1155477}, 'viewport': {'northeast': {'lat': 49.28173987989272, 'lng': -123.1142322201073}, 'southwest': {'lat': 49.27904022010728, 'lng': -123.1169318798927}}}",True,49.28036789999999,-123.1155477
Klohn Crippen Berger Ltd.,"2955 Virtual Way #500, Vancouver, BC V5M 4X6, Canada","{'location': {'lat': 49.2611526, 'lng': -123.0418482}, 'viewport': {'northeast': {'lat': 49.26241677989271, 'lng': -123.0404985701072}, 'southwest': {'lat': 49.25971712010727, 'lng': -123.0431982298927}}}",,49.2611526,-123.0418482
Lord Richard A,"52 Maine St, Brunswick, ME 04011, United States","{'location': {'lat': 43.91763479999999, 'lng': -69.9668173}, 'viewport': {'northeast': {'lat': 43.91900942989272, 'lng': -69.96531477010728}, 'southwest': {'lat': 43.91630977010728, 'lng': -69.96801442989272}}}",,43.91763479999999,-69.9668173
Praxis Legal,"3159 Cambie St, Vancouver, BC V5Z 4N2, Canada","{'location': {'lat': 49.2575666, 'lng': -123.1153777}, 'viewport': {'northeast': {'lat': 49.25897497989272, 'lng': -123.1139288201073}, 'southwest': {'lat': 49.25627532010728, 'lng': -123.1166284798927}}}",,49.2575666,-123.1153777
Praxis Legal,"3159 Cambie St, Vancouver, BC V5Z 4N2, Canada","{'location': {'lat': 49.2575666, 'lng': -123.1153777}, 'viewport': {'northeast': {'lat': 49.25897497989272, 'lng': -123.1139288201073}, 'southwest': {'lat': 49.25627532010728, 'lng': -123.1166284798927}}}",,49.2575666,-123.1153777
The Donald Cooper Corporation,"1 Palace Pier Ct #3406, Etobicoke, ON M8V 3W9, Canada","{'location': {'lat': 43.631471, 'lng': -79.47265}, 'viewport': {'northeast': {'lat': 43.63272187989272, 'lng': -79.47146137010728}, 'southwest': {'lat': 43.63002222010728, 'lng': -79.47416102989271}}}",,43.631471,-79.47265
Enotecca Winery & Resorts Inc,"957 E Hastings St, Vancouver, BC V6A 0H1, Canada","{'location': {'lat': 49.2812451, 'lng': -123.0835747}, 'viewport': {'northeast': {'lat': 49.28249772989272, 'lng': -123.0822305201073}, 'southwest': {'lat': 49.27979807010727, 'lng': -123.0849301798927}}}",,49.2812451,-123.0835747
Pacific Salmon Foundation,"1682 W 7th Ave, Vancouver, BC V6J 4S6, Canada","{'location': {'lat': 49.2652496, 'lng': -123.1427787}, 'viewport': {'northeast': {'lat': 49.26668732989273, 'lng': -123.1414256701073}, 'southwest': {'lat': 49.26398767010728, 'lng': -123.1441253298927}}}",,49.2652496,-123.1427787
Kelly Deck Design,"1636 W 2nd Ave, Vancouver, BC V6J 1H4, Canada","{'location': {'lat': 49.2696244, 'lng': -123.1416108}, 'viewport': {'northeast': {'lat': 49.27102352989272, 'lng': -123.1402591201072}, 'southwest': {'lat': 49.26832387010727, 'lng': -123.1429587798927}}}",,49.2696244,-123.1416108
Japan Oil Gas & Metals Natl,"400 Burrard St, Vancouver, BC V6C 3A6, Canada","{'location': {'lat': 49.2866059, 'lng': -123.1170683}, 'viewport': {'northeast': {'lat': 49.28807057989272, 'lng': -123.1159033201073}, 'southwest': {'lat': 49.28537092010728, 'lng': -123.1186029798927}}}",True,49.2866059,-123.1170683
The University of British Columbia,"Vancouver, BC V6T 1Z4, Canada","{'location': {'lat': 49.26060520000001, 'lng': -123.2459938}, 'viewport': {'northeast': {'lat': 49.28261634999999, 'lng': -123.21947235}, 'southwest': {'lat': 49.23265135, 'lng': -123.26827175}}}",,49.26060520000001,-123.2459938
Automated Filing Svc Inc,"885 Dunsmuir St, Vancouver, BC V6C 1N5, Canada","{'location': {'lat': 49.2848429, 'lng': -123.1179511}, 'viewport': {'northeast': {'lat': 49.28613522989272, 'lng': -123.1166845701073}, 'southwest': {'lat': 49.28343557010728, 'lng': -123.1193842298927}}}",,49.2848429,-123.1179511
Galore Creek Mining Corporation,"3851 Broadway Ave, Smithers, BC V0J 2N3, Canada","{'location': {'lat': 54.779718, 'lng': -127.1743099}, 'viewport': {'northeast': {'lat': 54.78109787989272, 'lng': -127.1728913201073}, 'southwest': {'lat': 54.77839822010728, 'lng': -127.1755909798927}}}",,54.779718,-127.1743099
Studio One Architecture Inc,"388 W 8th Ave, Vancouver, BC V5Y 3X2, Canada","{'location': {'lat': 49.2635955, 'lng': -123.1127335}, 'viewport': {'northeast': {'lat': 49.26494297989272, 'lng': -123.1114772201073}, 'southwest': {'lat': 49.26224332010727, 'lng': -123.1141768798927}}}",,49.2635955,-123.1127335
DLA Piper (Canada) LLP,"666 Burrard St, Vancouver, BC V6C 2Z7, Canada","{'location': {'lat': 49.2850659, 'lng': -123.1191307}, 'viewport': {'northeast': {'lat': 49.28634612989273, 'lng': -123.1175114701073}, 'southwest': {'lat': 49.28364647010728, 'lng': -123.1202111298927}}}",,49.2850659,-123.1191307
Continuing Legal Education Society of BC (CLEBC),"1155 W Pender St #500, Vancouver, BC V6E 2P4, Canada","{'location': {'lat': 49.2882162, 'lng': -123.1217467}, 'viewport': {'northeast': {'lat': 49.28944032989272, 'lng': -123.1204832701073}, 'southwest': {'lat': 49.28674067010728, 'lng': -123.1231829298927}}}",,49.2882162,-123.1217467
Arnon A. Dachner,"250 Howe St, Vancouver, BC V6C 3R8, Canada","{'location': {'lat': 49.2866841, 'lng': -123.1131576}, 'viewport': {'northeast': {'lat': 49.28803887989272, 'lng': -123.1121005701073}, 'southwest': {'lat': 49.28533922010727, 'lng': -123.1148002298927}}}",,49.2866841,-123.1131576
Midgard Consulting Inc.,"828-1130 W Pender St, Vancouver, BC V6E 4A4, Canada","{'location': {'lat': 49.2874879, 'lng': -123.1215984}, 'viewport': {'northeast': {'lat': 49.28893812989273, 'lng': -123.1200432201072}, 'southwest': {'lat': 49.28623847010729, 'lng': -123.1227428798927}}}",,49.2874879,-123.1215984
Mussio Goodman,"1188 W Georgia St #2050, Vancouver, BC V6E 4A2, Canada","{'location': {'lat': 49.28672, 'lng': -123.125265}, 'viewport': {'northeast': {'lat': 49.28816757989272, 'lng': -123.1237651701073}, 'southwest': {'lat': 49.28546792010728, 'lng': -123.1264648298927}}}",,49.28672,-123.125265
Hammerco Lawyers LLP,"Suite 1220 Airport Square, 1200 W 73rd Ave, Vancouver, BC V6P 6G5, Canada","{'location': {'lat': 49.2041247, 'lng': -123.1332583}, 'viewport': {'northeast': {'lat': 49.20556122989272, 'lng': -123.1319105201073}, 'southwest': {'lat': 49.20286157010727, 'lng': -123.1346101798927}}}",,49.2041247,-123.1332583
RBC Royal Bank,"5905 Berton Ave, Vancouver, BC V6S 0B3, Canada","{'location': {'lat': 49.2550543, 'lng': -123.236065}, 'viewport': {'northeast': {'lat': 49.25634032989272, 'lng': -123.2346304701073}, 'southwest': {'lat': 49.25364067010727, 'lng': -123.2373301298927}}}",,49.2550543,-123.236065
Saliance Global Holdings,"1720-505 Burrard St, Vancouver, BC V7X 1M6, Canada","{'location': {'lat': 49.2865917, 'lng': -123.1185578}, 'viewport': {'northeast': {'lat': 49.28779507989272, 'lng': -123.1170568701073}, 'southwest': {'lat': 49.28509542010728, 'lng': -123.1197565298927}}}",,49.2865917,-123.1185578
MERIT,"700 W Pender St #301, Vancouver, BC V6C 2T8, Canada","{'location': {'lat': 49.2847807, 'lng': -123.1168989}, 'viewport': {'northeast': {'lat': 49.28608857989272, 'lng': -123.1154825201072}, 'southwest': {'lat': 49.28338892010728, 'lng': -123.1181821798927}}}",,49.2847807,-123.1168989
Harris & Company LLP,"550 Burrard St 14th Floor, Vancouver, BC V6C 2B5, Canada","{'location': {'lat': 49.2857446, 'lng': -123.1182499}, 'viewport': {'northeast': {'lat': 49.28720617989272, 'lng': -123.1171537701073}, 'southwest': {'lat': 49.28450652010728, 'lng': -123.1198534298927}}}",,49.2857446,-123.1182499
Arazy Group Consultants Inc.,"1333 Johnston St #200, Vancouver, BC V6H 3R9, Canada","{'location': {'lat': 49.270739, 'lng': -123.132049}, 'viewport': {'northeast': {'lat': 49.27198417989272, 'lng': -123.1306031701072}, 'southwest': {'lat': 49.26928452010728, 'lng': -123.1333028298927}}}",,49.270739,-123.132049
Azincourt Resources Inc,"789 W Pender St, Vancouver, BC V6C 1H2, Canada","{'location': {'lat': 49.2853192, 'lng': -123.1154022}, 'viewport': {'northeast': {'lat': 49.28659197989272, 'lng': -123.1141669701072}, 'southwest': {'lat': 49.28389232010728, 'lng': -123.1168666298927}}}",,49.2853192,-123.1154022
McConchie Law Corporation,"889 Harbourside Dr #290, North Vancouver, BC V7P 3S1, Canada","{'location': {'lat': 49.3137876, 'lng': -123.0976617}, 'viewport': {'northeast': {'lat': 49.31525667989272, 'lng': -123.0963086701073}, 'southwest': {'lat': 49.31255702010728, 'lng': -123.0990083298927}}}",,49.3137876,-123.0976617
Bijan Law Corporation,"701 W Georgia St #1801, Vancouver, BC V7Y 1C6, Canada","{'location': {'lat': 49.2833332, 'lng': -123.117736}, 'viewport': {'northeast': {'lat': 49.28445062989272, 'lng': -123.1163060201073}, 'southwest': {'lat': 49.28175097010728, 'lng': -123.1190056798927}}}",,49.2833332,-123.117736
barbara findlay QC,"1033 Davie St #635, Vancouver, BC V6E 1M7, Canada","{'location': {'lat': 49.2798311, 'lng': -123.1298666}, 'viewport': {'northeast': {'lat': 49.28102317989271, 'lng': -123.1284569201072}, 'southwest': {'lat': 49.27832352010727, 'lng': -123.1311565798927}}}",,49.2798311,-123.1298666
Dosanjh Law Group Trial Lawyers,"200-1462 W 8th Ave, Vancouver, BC V6H 1E1, Canada","{'location': {'lat': 49.2642652, 'lng': -123.1375339}, 'viewport': {'northeast': {'lat': 49.26572747989272, 'lng': -123.1361882201072}, 'southwest': {'lat': 49.26302782010728, 'lng': -123.1388878798927}}}",,49.2642652,-123.1375339
Pacific Newspaper Group,"200 Granville St, Vancouver, BC V6C 1S4, Canada","{'location': {'lat': 49.2868121, 'lng': -123.1123894}, 'viewport': {'northeast': {'lat': 49.28835652989272, 'lng': -123.1111263201073}, 'southwest': {'lat': 49.28565687010727, 'lng': -123.1138259798928}}}",,49.2868121,-123.1123894
Austeville Properties Ltd.,"1645 W 7th Ave, Vancouver, BC V6J 1S4, Canada","{'location': {'lat': 49.265573, 'lng': -123.1420327}, 'viewport': {'northeast': {'lat': 49.26684332989272, 'lng': -123.1406857701073}, 'southwest': {'lat': 49.26414367010728, 'lng': -123.1433854298927}}}",,49.265573,-123.1420327
Brygid Technologies Corporation,"938 Howe St #811, Vancouver, BC V6Z 1N9, Canada","{'location': {'lat': 49.280385, 'lng': -123.1228799}, 'viewport': {'northeast': {'lat': 49.28180342989273, 'lng': -123.1216351701073}, 'southwest': {'lat': 49.27910377010728, 'lng': -123.1243348298927}}}",,49.280385,-123.1228799
DLA Piper (Canada) LLP,"666 Burrard St, Vancouver, BC V6C 2Z7, Canada","{'location': {'lat': 49.2850659, 'lng': -123.1191307}, 'viewport': {'northeast': {'lat': 49.28634612989273, 'lng': -123.1175114701073}, 'southwest': {'lat': 49.28364647010728, 'lng': -123.1202111298927}}}",,49.2850659,-123.1191307
Communica,"355 Burrard St #408, Vancouver, BC V6C 2G8, Canada","{'location': {'lat': 49.287648, 'lng': -123.1173085}, 'viewport': {'northeast': {'lat': 49.28882237989272, 'lng': -123.1156863701073}, 'southwest': {'lat': 49.28612272010728, 'lng': -123.1183860298927}}}",,49.287648,-123.1173085
Augurex Life Science Corp,"887 Great Northern Way #220, Vancouver, BC V5T 4T5, Canada","{'location': {'lat': 49.2664334, 'lng': -123.0845203}, 'viewport': {'northeast': {'lat': 49.26763532989272, 'lng': -123.0833689701073}, 'southwest': {'lat': 49.26493567010727, 'lng': -123.0860686298928}}}",,49.2664334,-123.0845203
Micro Com Systems Ltd,"4634 E Marginal Way S, Seattle, WA 98134, United States","{'location': {'lat': 47.5615426, 'lng': -122.3389019}, 'viewport': {'northeast': {'lat': 47.56281402989272, 'lng': -122.3375472201073}, 'southwest': {'lat': 47.56011437010727, 'lng': -122.3402468798927}}}",,47.5615426,-122.3389019
Tasktop Technologies,"1500 W Georgia St, Vancouver, BC V6G 2Z6, Canada","{'location': {'lat': 49.2901474, 'lng': -123.1306222}, 'viewport': {'northeast': {'lat': 49.29161082989272, 'lng': -123.1291072701073}, 'southwest': {'lat': 49.28891117010728, 'lng': -123.1318069298927}}}",,49.2901474,-123.1306222
D G Services,"7 St George's Rd, Cullercoats, North Shields NE30 3JX, United Kingdom","{'location': {'lat': 55.0340308, 'lng': -1.436786}, 'viewport': {'northeast': {'lat': 55.03540242989272, 'lng': -1.435342120107278}, 'southwest': {'lat': 55.03270277010728, 'lng': -1.438041779892722}}}",,55.0340308,-1.436786
DLA Piper (Canada) LLP,"666 Burrard St, Vancouver, BC V6C 2Z7, Canada","{'location': {'lat': 49.2850659, 'lng': -123.1191307}, 'viewport': {'northeast': {'lat': 49.28634612989273, 'lng': -123.1175114701073}, 'southwest': {'lat': 49.28364647010728, 'lng': -123.1202111298927}}}",,49.2850659,-123.1191307
Pacific Newspaper Group,"200 Granville St, Vancouver, BC V6C 1S4, Canada","{'location': {'lat': 49.2868121, 'lng': -123.1123894}, 'viewport': {'northeast': {'lat': 49.28835652989272, 'lng': -123.1111263201073}, 'southwest': {'lat': 49.28565687010727, 'lng': -123.1138259798928}}}",,49.2868121,-123.1123894
Sureway Insurance Services LTD,"4580 Victoria Dr, Vancouver, BC V5N 4N8, Canada","{'location': {'lat': 49.24421479999999, 'lng': -123.0650181}, 'viewport': {'northeast': {'lat': 49.24556392989272, 'lng': -123.0637265701072}, 'southwest': {'lat': 49.24286427010728, 'lng': -123.0664262298927}}}",,49.24421479999999,-123.0650181
S.U.C.C.E.S.S Chinatown Service Centre – Head Office,"28 W Pender St, Vancouver, BC V6B 1R6, Canada","{'location': {'lat': 49.2804925, 'lng': -123.1051483}, 'viewport': {'northeast': {'lat': 49.28191222989273, 'lng': -123.1037649701073}, 'southwest': {'lat': 49.27921257010728, 'lng': -123.1064646298927}}}",,49.2804925,-123.1051483
Leaders International Executive Search (formerly Davies Park Executive Search),"609 Granville St #880, Vancouver, BC V7Y 1G5, Canada","{'location': {'lat': 49.2836048, 'lng': -123.1167492}, 'viewport': {'northeast': {'lat': 49.28483552989272, 'lng': -123.1154999201073}, 'southwest': {'lat': 49.28213587010728, 'lng': -123.1181995798927}}}",,49.2836048,-123.1167492
Manulife Real Estate,"1095 W Pender St, Vancouver, BC V6E 2M6, Canada","{'location': {'lat': 49.2876082, 'lng': -123.1196883}, 'viewport': {'northeast': {'lat': 49.28887957989272, 'lng': -123.1185720701073}, 'southwest': {'lat': 49.28617992010728, 'lng': -123.1212717298927}}}",,49.2876082,-123.1196883
Seair Seaplanes,"1956 Zorkin Rd, Nanaimo, BC V9S 5T9, Canada","{'location': {'lat': 49.1908058, 'lng': -123.9492552}, 'viewport': {'northeast': {'lat': 49.19215812989272, 'lng': -123.9479086201073}, 'southwest': {'lat': 49.18945847010728, 'lng': -123.9506082798927}}}",,49.1908058,-123.9492552
"GY Global Holding (PVT) LTD,","Aloe Ave, Colombo, Sri Lanka","{'location': {'lat': 6.905244199999999, 'lng': 79.8507204}, 'viewport': {'northeast': {'lat': 6.906623879892722, 'lng': 79.85206012989272}, 'southwest': {'lat': 6.903924220107278, 'lng': 79.84936047010727}}}",,6.905244199999999,79.8507204
Sinotrans Canada Inc,"555 W Hastings St, Vancouver, BC V6B 1M1, Canada","{'location': {'lat': 49.28686140000001, 'lng': -123.1162672}, 'viewport': {'northeast': {'lat': 49.28822492989272, 'lng': -123.1148980701072}, 'southwest': {'lat': 49.28552527010728, 'lng': -123.1175977298927}}}",True,49.28686140000001,-123.1162672
ADB Structural Engineering Inc.,"670 Evans Ave, Vancouver, BC V6A 2K9, Canada","{'location': {'lat': 49.271837, 'lng': -123.0896964}, 'viewport': {'northeast': {'lat': 49.27335602989272, 'lng': -123.0882775701073}, 'southwest': {'lat': 49.27065637010728, 'lng': -123.0909772298927}}}",,49.271837,-123.0896964
Farris LLP,"700 W Georgia St #2500, Vancouver, BC V7Y 1B3, Canada","{'location': {'lat': 49.2827198, 'lng': -123.1187987}, 'viewport': {'northeast': {'lat': 49.28415717989272, 'lng': -123.1174674701073}, 'southwest': {'lat': 49.28145752010727, 'lng': -123.1201671298927}}}",,49.2827198,-123.1187987
Paine Edmonds LLP,"510 Burrard St #1100, Vancouver, BC V6C 3A8, Canada","{'location': {'lat': 49.28596599999999, 'lng': -123.1175769}, 'viewport': {'northeast': {'lat': 49.28723422989272, 'lng': -123.1159422701072}, 'southwest': {'lat': 49.28453457010728, 'lng': -123.1186419298927}}}",,49.28596599999999,-123.1175769
John Henshaw Architect Inc. (JHA Inc.),"1666 W 75th Ave, Vancouver, BC V6P 6G2, Canada","{'location': {'lat': 49.2058973, 'lng': -123.1463369}, 'viewport': {'northeast': {'lat': 49.20730117989272, 'lng': -123.1449258701073}, 'southwest': {'lat': 49.20460152010727, 'lng': -123.1476255298927}}}",,49.2058973,-123.1463369
RKO Content Management Solutions,"55 Water St, Vancouver, BC V6B 1A1, Canada","{'location': {'lat': 49.28395920000001, 'lng': -123.1054599}, 'viewport': {'northeast': {'lat': 49.28518622989272, 'lng': -123.1041736201073}, 'southwest': {'lat': 49.28248657010728, 'lng': -123.1068732798927}}}",,49.28395920000001,-123.1054599
A G F Management Ltd,"PO Box 49001 Stn Bentall Centr, Vancouver, BC V7X 1B1, Canada","{'location': {'lat': 49.2860035, 'lng': -123.1193761}, 'viewport': {'northeast': {'lat': 49.28724367989272, 'lng': -123.1178557201073}, 'southwest': {'lat': 49.28454402010728, 'lng': -123.1205553798927}}}",,49.2860035,-123.1193761
Harper Grey LLP,"650 W Georgia St #3200, Vancouver, BC V6B 4P7, Canada","{'location': {'lat': 49.281797, 'lng': -123.1174647}, 'viewport': {'northeast': {'lat': 49.28300892989272, 'lng': -123.1163189201073}, 'southwest': {'lat': 49.28030927010728, 'lng': -123.1190185798927}}}",,49.281797,-123.1174647
Masri Wafaa,"3147 Kingsway, Vancouver, BC V5R 5K2, Canada","{'location': {'lat': 49.2355843, 'lng': -123.0383766}, 'viewport': {'northeast': {'lat': 49.23683272989273, 'lng': -123.0371188201073}, 'southwest': {'lat': 49.23413307010728, 'lng': -123.0398184798927}}}",,49.2355843,-123.0383766
The Re-Development Group Inc,"1017 E Michigan St, Indianapolis, IN 46202, United States","{'location': {'lat': 39.77327469999999, 'lng': -86.1398544}, 'viewport': {'northeast': {'lat': 39.77462677989271, 'lng': -86.13822717010729}, 'southwest': {'lat': 39.77192712010727, 'lng': -86.14092682989272}}}",,39.77327469999999,-86.1398544
Davidson & Sons Customs Brokers Ltd,"1188 W Georgia St, Vancouver, BC V6E 4A2, Canada","{'location': {'lat': 49.2867195, 'lng': -123.1252647}, 'viewport': {'northeast': {'lat': 49.28820112989271, 'lng': -123.1238286201073}, 'southwest': {'lat': 49.28550147010727, 'lng': -123.1265282798927}}}",,49.2867195,-123.1252647
Mac Millan Estate Planning,"1701 W Broadway, Vancouver, BC V6J 1Y3, Canada","{'location': {'lat': 49.2638372, 'lng': -123.1436626}, 'viewport': {'northeast': {'lat': 49.26510882989272, 'lng': -123.1423164201072}, 'southwest': {'lat': 49.26240917010727, 'lng': -123.1450160798927}}}",,49.2638372,-123.1436626
INTERNeX International Exchange,"International Village Mall, 88 W Pender St #2077, Vancouver, BC V6B 6N9, Canada","{'location': {'lat': 49.2803057, 'lng': -123.1065388}, 'viewport': {'northeast': {'lat': 49.28189287989272, 'lng': -123.1049522201073}, 'southwest': {'lat': 49.27919322010728, 'lng': -123.1076518798927}}}",,49.2803057,-123.1065388
Manex Resource Group,"Vancouver, BC V6C 0A5, Canada","{'location': {'lat': 49.2888862, 'lng': -123.122356}, 'viewport': {'northeast': {'lat': 49.29028112989272, 'lng': -123.1210756201072}, 'southwest': {'lat': 49.28758147010728, 'lng': -123.1237752798927}}}",,49.2888862,-123.122356
Manila Cargo Express,"3181 Main St, Vancouver, BC V5T 3G7, Canada","{'location': {'lat': 49.2568735, 'lng': -123.1014683}, 'viewport': {'northeast': {'lat': 49.25827832989272, 'lng': -123.0999929701073}, 'southwest': {'lat': 49.25557867010727, 'lng': -123.1026926298927}}}",,49.2568735,-123.1014683
Leung Wing Ting,"973 W Broadway, Vancouver, BC V5Z 1K3, Canada","{'location': {'lat': 49.26355419999999, 'lng': -123.1251575}, 'viewport': {'northeast': {'lat': 49.26485422989271, 'lng': -123.1238081701073}, 'southwest': {'lat': 49.26215457010727, 'lng': -123.1265078298927}}}",,49.26355419999999,-123.1251575
Lesperance Mendes Lawyers,"900 Howe St #550, Vancouver, BC V6Z 2M4, Canada","{'location': {'lat': 49.280689, 'lng': -123.122379}, 'viewport': {'northeast': {'lat': 49.28211557989272, 'lng': -123.1211415701073}, 'southwest': {'lat': 49.27941592010728, 'lng': -123.1238412298927}}}",,49.280689,-123.122379
Stephens & Holman,"999 W Broadway #720, Vancouver, BC V5Z 1K3, Canada","{'location': {'lat': 49.2636513, 'lng': -123.1261616}, 'viewport': {'northeast': {'lat': 49.26490777989272, 'lng': -123.1248856701072}, 'southwest': {'lat': 49.26220812010727, 'lng': -123.1275853298927}}}",,49.2636513,-123.1261616
RGP Law Group,"1250 Homer St, Vancouver, BC V6B 1C6, Canada","{'location': {'lat': 49.2746467, 'lng': -123.123904}, 'viewport': {'northeast': {'lat': 49.27604617989272, 'lng': -123.1226291701072}, 'southwest': {'lat': 49.27334652010727, 'lng': -123.1253288298927}}}",,49.2746467,-123.123904
Andrew Schroeder,"808 Nelson St #407, Vancouver, BC V6Z 2H2, Canada","{'location': {'lat': 49.2798452, 'lng': -123.1246517}, 'viewport': {'northeast': {'lat': 49.28131367989273, 'lng': -123.1231238701072}, 'southwest': {'lat': 49.27861402010728, 'lng': -123.1258235298927}}}",,49.2798452,-123.1246517
W3 Design Group Inc,"320 - 319 W Pender St, Vancouver, BC V6B 1T3, Canada","{'location': {'lat': 49.282385, 'lng': -123.1113604}, 'viewport': {'northeast': {'lat': 49.28372107989272, 'lng': -123.1100315201072}, 'southwest': {'lat': 49.28102142010728, 'lng': -123.1127311798927}}}",,49.282385,-123.1113604
Dives Harper & Stanger,"815 Hornby St #600, Vancouver, BC V6Z 2E6, Canada","{'location': {'lat': 49.2825426, 'lng': -123.12246}, 'viewport': {'northeast': {'lat': 49.28380877989272, 'lng': -123.1209813701072}, 'southwest': {'lat': 49.28110912010727, 'lng': -123.1236810298927}}}",,49.2825426,-123.12246
John F Anderson,"666 Burrard St, Vancouver, BC V6C 2X8, Canada","{'location': {'lat': 49.2850146, 'lng': -123.1190609}, 'viewport': {'northeast': {'lat': 49.28632942989272, 'lng': -123.1174765701073}, 'southwest': {'lat': 49.28362977010728, 'lng': -123.1201762298927}}}",,49.2850146,-123.1190609
Aarm Dental Group Corporate Head Office,"913 Davie St, Vancouver, BC V6Z 1B9, Canada","{'location': {'lat': 49.2786512, 'lng': -123.1284852}, 'viewport': {'northeast': {'lat': 49.28001617989272, 'lng': -123.1271134201073}, 'southwest': {'lat': 49.27731652010728, 'lng': -123.1298130798927}}}",,49.2786512,-123.1284852
Equity Exploration Consultants Ltd,"200 Granville St #1238, Vancouver, BC V6C 1S4, Canada","{'location': {'lat': 49.2868259, 'lng': -123.112583}, 'viewport': {'northeast': {'lat': 49.28836342989273, 'lng': -123.1111507701073}, 'southwest': {'lat': 49.28566377010728, 'lng': -123.1138504298927}}}",,49.2868259,-123.112583
Bosa Properties Inc,"838 W Hastings St, Vancouver, BC V6C 2X1, Canada","{'location': {'lat': 49.2861452, 'lng': -123.1154436}, 'viewport': {'northeast': {'lat': 49.28754107989273, 'lng': -123.1140252201073}, 'southwest': {'lat': 49.28484142010728, 'lng': -123.1167248798927}}}",,49.2861452,-123.1154436
Georgialee Lang Law,"808 Nelson St #1201, Vancouver, BC V6Z 2H1, Canada","{'location': {'lat': 49.2798451, 'lng': -123.1246517}, 'viewport': {'northeast': {'lat': 49.28131357989272, 'lng': -123.1231238201073}, 'southwest': {'lat': 49.27861392010728, 'lng': -123.1258234798927}}}",,49.2798451,-123.1246517
